# PulseTrace recording
# session_id: 2026-05-10T13-17-13
# device: OnePlus CPH2449 (Android 36)
# started_at: 1778411833337
timestamp_ns,red,luma,coverage
4503220716666,211.751,78.510,1.0000
4503235221718,211.763,78.509,1.0000
4503256168645,211.736,78.489,1.0000
4503262305103,211.726,78.482,1.0000
4503286625416,211.700,78.450,1.0000
4503341197863,211.647,78.463,1.0000
4503364713384,211.580,78.451,1.0000
4503407217291,211.521,78.434,1.0000
4503419940311,211.474,78.416,1.0000
4503433251874,211.428,78.398,1.0000
4503455906249,211.370,78.360,1.0000
4503475227499,211.361,78.346,1.0000
4503518933228,211.319,78.331,1.0000
4503523483332,211.234,78.305,1.0000
4503537925884,211.159,78.284,1.0000
4503556503384,211.097,78.261,1.0000
4503579603176,211.040,78.222,1.0000
4503590691770,211.005,78.203,1.0000
4503636174374,210.949,78.174,1.0000
4503643349999,210.930,78.163,1.0000
4503648359738,210.929,78.138,1.0000
4503672703697,210.915,78.118,1.0000
4503693884426,210.888,78.107,1.0000
4503746364843,210.857,78.102,1.0000
4503757990572,210.850,78.107,1.0000
4503773637186,210.843,78.090,1.0000
4503791176353,210.824,78.066,1.0000
4503812216145,210.781,78.048,1.0000
4503851213488,210.724,78.021,1.0000
4503861238384,210.747,78.032,1.0000
4503878086561,210.779,78.047,1.0000
4503893506040,210.728,78.031,1.0000
4503924112967,210.740,78.042,1.0000
4503955115936,210.698,78.029,1.0000
4503976876978,210.691,78.021,1.0000
4503992786665,210.715,78.019,1.0000
4504011512290,210.751,78.016,1.0000
4504040799322,210.744,78.020,1.0000
4504047773957,210.736,78.028,1.0000
4504070783436,210.753,78.025,1.0000
4504077607186,210.782,78.044,1.0000
4504099808801,210.784,78.035,1.0000
4504117898176,210.801,78.030,1.0000
4504143411457,210.782,78.039,1.0000
4504162060832,210.752,78.015,1.0000
4504192452238,210.710,78.013,1.0000
4504199603801,210.703,78.009,1.0000
4504224617030,210.720,78.024,1.0000
4504242464165,210.715,78.004,1.0000
4504261284113,210.680,78.005,1.0000
4504289534738,210.672,77.984,1.0000
4504308899478,210.689,77.972,1.0000
4504328319894,210.701,77.976,1.0000
4504352170571,210.679,77.952,1.0000
4504363848436,210.664,77.916,1.0000
4504385135207,210.656,77.909,1.0000
4504413929790,210.704,77.922,1.0000
4504434878280,210.723,77.943,1.0000
4504476363748,210.777,77.973,1.0000
4504491991144,210.794,77.984,1.0000
4504497443696,210.746,77.945,1.0000
4504511244061,210.688,77.904,1.0000
4504527813801,210.630,77.851,1.0000
4504560392446,210.534,77.807,1.0000
4504569970780,210.419,77.782,1.0000
4504592751926,210.349,77.759,1.0000
4504612219738,210.305,77.727,1.0000
4504627800259,210.288,77.732,1.0000
4504654182290,210.287,77.717,1.0000
4504676272238,210.264,77.681,1.0000
4504693513436,210.252,77.658,1.0000
4504711790780,210.264,77.633,1.0000
4504733273280,210.267,77.647,1.0000
4504757130936,210.256,77.646,1.0000
4504793612030,210.214,77.586,1.0000
4504810074530,210.184,77.591,1.0000
4504840653436,210.170,77.587,1.0000
4504859840259,210.150,77.572,1.0000
4504893881196,210.110,77.559,1.0000
4504903458175,210.071,77.529,1.0000
4504914653384,210.077,77.515,1.0000
4504931996300,210.101,77.520,1.0000
4504961983332,210.092,77.496,1.0000
4504994078592,210.083,77.476,1.0000
4505004237238,210.064,77.445,1.0000
4505026598644,210.078,77.453,1.0000
4505035240415,210.059,77.433,1.0000
4505059461352,210.076,77.409,1.0000
4505076924425,210.154,77.447,1.0000
4505098711977,210.200,77.464,1.0000
4505113884946,210.253,77.508,1.0000
4505143322915,210.262,77.499,1.0000
4505157759477,210.247,77.495,1.0000
4505179622707,210.246,77.505,1.0000
4505198650832,210.243,77.507,1.0000
4505220880415,210.223,77.508,1.0000
4505271029998,210.181,77.516,1.0000
4505284659582,210.188,77.524,1.0000
4505309980206,210.190,77.521,1.0000
4505326512081,210.186,77.516,1.0000
4505344984529,210.180,77.522,1.0000
4505381073748,210.148,77.509,1.0000
4505390741717,210.161,77.528,1.0000
4505403866873,210.188,77.531,1.0000
4505419770206,210.162,77.516,1.0000
4505454241821,210.113,77.498,1.0000
4505468712967,210.098,77.483,1.0000
4505496814321,210.105,77.488,1.0000
4505506279529,210.126,77.502,1.0000
4505520454165,210.101,77.502,1.0000
4505543864425,210.046,77.482,1.0000
4505562352081,209.948,77.447,1.0000
4505583737863,209.873,77.402,1.0000
4505604984790,209.779,77.375,1.0000
4505633137758,209.704,77.346,1.0000
4505647275206,209.694,77.339,1.0000
4505665486508,209.654,77.319,1.0000
4505684479321,209.683,77.320,1.0000
4505710822133,209.672,77.303,1.0000
4505734010415,209.639,77.277,1.0000
4505750726925,209.593,77.259,1.0000
4505771205154,209.579,77.246,1.0000
4505792347081,209.614,77.260,1.0000
4505810825415,209.662,77.287,1.0000
4505834197967,209.651,77.297,1.0000
4505845638540,209.629,77.253,1.0000
4505872857029,209.614,77.242,1.0000
4505893279113,209.610,77.248,1.0000
4505914524581,209.607,77.247,1.0000
4505934590831,209.628,77.279,1.0000
4505977619321,209.706,77.308,1.0000
4505990605675,209.685,77.296,1.0000
4506010506821,209.670,77.284,1.0000
4506061834842,209.706,77.306,1.0000
4506065965935,209.775,77.339,1.0000
4506079140779,209.779,77.362,1.0000
4506107128019,209.772,77.370,1.0000
4506120705362,209.753,77.373,1.0000
4506137504269,209.775,77.357,1.0000
4506160765258,209.824,77.394,1.0000
4506182262967,209.848,77.409,1.0000
4506198358071,209.848,77.406,1.0000
4506227972342,209.812,77.401,1.0000
4506235900467,209.797,77.404,1.0000
4506278792967,209.778,77.409,1.0000
4506295316300,209.802,77.433,1.0000
4506314393383,209.796,77.439,1.0000
4506345951560,209.819,77.458,1.0000
4506356105102,209.829,77.467,1.0000
4506371305883,209.856,77.478,1.0000
4506406984789,209.828,77.466,1.0000
4506417937133,209.791,77.447,1.0000
4506434392914,209.773,77.419,1.0000
4506464674529,209.778,77.413,1.0000
4506480626300,209.770,77.390,1.0000
4506497261716,209.744,77.368,1.0000
4506517531821,209.654,77.329,1.0000
4506532974164,209.553,77.253,1.0000
4506579619321,209.468,77.204,1.0000
4506605716508,209.391,77.176,1.0000
4506611577081,209.348,77.141,1.0000
4506630603852,209.354,77.141,1.0000
4506650904633,209.406,77.144,1.0000
4506670589893,209.421,77.175,1.0000
4506698300466,209.432,77.175,1.0000
4506706683018,209.426,77.161,1.0000
4506731941248,209.391,77.139,1.0000
4506751986143,209.419,77.156,1.0000
4506766762029,209.427,77.171,1.0000
4506788667446,209.403,77.170,1.0000
4506801332654,209.401,77.177,1.0000
4506829617654,209.402,77.165,1.0000
4506840575206,209.344,77.139,1.0000
4506859624112,209.364,77.158,1.0000
4506887491768,209.378,77.154,1.0000
4506917050362,209.439,77.195,1.0000
4506925427862,209.526,77.233,1.0000
4506942660258,209.623,77.319,1.0000
4506967113591,209.689,77.380,1.0000
4506982037602,209.797,77.473,1.0000
4507003799581,209.797,77.504,1.0000
4507025906612,209.766,77.503,1.0000
4507058017758,209.667,77.451,1.0000
4507069583175,209.642,77.434,1.0000
4507094268643,209.664,77.431,1.0000
4507116613487,209.682,77.451,1.0000
4507133794268,209.628,77.406,1.0000
4507154031768,209.546,77.344,1.0000
4507175434893,209.482,77.303,1.0000
4507203980518,209.444,77.290,1.0000
4507234592810,209.360,77.251,1.0000
4507242501456,209.329,77.244,1.0000
4507253368852,209.375,77.257,1.0000
4507272710154,209.378,77.273,1.0000
4507302763435,209.358,77.277,1.0000
4507317741560,209.350,77.283,1.0000
4507349701872,209.427,77.347,1.0000
4507356359945,209.466,77.365,1.0000
4507386059893,209.477,77.398,1.0000
4507393751456,209.453,77.379,1.0000
4507409405518,209.486,77.391,1.0000
4507438820362,209.473,77.389,1.0000
4507459585883,209.390,77.370,1.0000
4507468470258,209.305,77.328,1.0000
4507489479008,209.219,77.281,1.0000
4507513905674,209.108,77.233,1.0000
4507550927758,209.012,77.197,1.0000
4507567405310,208.993,77.210,1.0000
4507570433695,209.008,77.221,1.0000
4507590305466,209.028,77.229,1.0000
4507623121091,209.004,77.207,1.0000
4507644812810,208.982,77.213,1.0000
4507669661091,208.932,77.171,1.0000
4507689912914,208.915,77.166,1.0000
4507702992289,208.922,77.177,1.0000
4507721467966,208.963,77.180,1.0000
4507750284216,208.993,77.193,1.0000
4507769008591,209.008,77.188,1.0000
4507787236820,208.957,77.180,1.0000
4507807712341,208.905,77.158,1.0000
4507827877653,208.877,77.160,1.0000
4507853321039,208.862,77.164,1.0000
4507878836716,208.902,77.164,1.0000
4507889199893,208.933,77.188,1.0000
4507904240206,209.014,77.206,1.0000
4507921603174,209.076,77.260,1.0000
4507939161560,209.094,77.289,1.0000
4507961525466,209.108,77.312,1.0000
4507986358122,209.120,77.316,1.0000
4508006940622,209.124,77.322,1.0000
4508019378591,209.096,77.318,1.0000
4508050731716,209.037,77.290,1.0000
4508069601872,208.948,77.269,1.0000
4508084512705,208.913,77.245,1.0000
4508107279164,208.882,77.225,1.0000
4508123117497,208.865,77.207,1.0000
4508167575987,208.828,77.209,1.0000
4508173775882,208.810,77.220,1.0000
4508203032132,208.831,77.231,1.0000
4508215148643,208.817,77.237,1.0000
4508233481039,208.790,77.221,1.0000
4508253296403,208.735,77.188,1.0000
4508284942080,208.736,77.197,1.0000
4508293712132,208.733,77.180,1.0000
4508311926976,208.747,77.174,1.0000
4508339387862,208.739,77.158,1.0000
4508354550362,208.779,77.167,1.0000
4508367857393,208.828,77.180,1.0000
4508388873643,208.864,77.206,1.0000
4508406445049,208.864,77.202,1.0000
4508424706559,208.833,77.191,1.0000
4508447520049,208.781,77.178,1.0000
4508489682184,208.709,77.170,1.0000
4508495470466,208.615,77.132,1.0000
4508519960257,208.504,77.082,1.0000
4508529465414,208.474,77.041,1.0000
4508553139112,208.414,76.970,1.0000
4508571204684,208.351,76.913,1.0000
4508597940674,208.304,76.879,1.0000
4508624610934,208.327,76.888,1.0000
4508635141039,208.381,76.910,1.0000
4508659995674,208.382,76.921,1.0000
4508687466611,208.364,76.946,1.0000
4508706876664,208.336,76.950,1.0000
4508721063278,208.327,76.958,1.0000
4508738618695,208.331,76.971,1.0000
4508757028799,208.310,76.973,1.0000
4508783312653,208.306,76.990,1.0000
4508795635674,208.299,76.993,1.0000
4508830440309,208.296,76.992,1.0000
4508860694476,208.331,77.009,1.0000
4508867088174,208.330,77.016,1.0000
4508881491299,208.343,77.011,1.0000
4508908522393,208.386,77.047,1.0000
4508925919216,208.418,77.090,1.0000
4508939368695,208.481,77.124,1.0000
4508971056976,208.495,77.155,1.0000
4509006444111,208.523,77.161,1.0000
4509009767393,208.510,77.171,1.0000
4509022346559,208.479,77.172,1.0000
4509046243382,208.472,77.156,1.0000
4509061167809,208.458,77.170,1.0000
4509082243226,208.453,77.150,1.0000
4509098478955,208.474,77.143,1.0000
4509114449059,208.480,77.145,1.0000
4509137468851,208.483,77.141,1.0000
4509172902809,208.478,77.145,1.0000
4509178846507,208.475,77.137,1.0000
4509212322028,208.477,77.161,1.0000
4509222513590,208.492,77.174,1.0000
4509242526976,208.528,77.199,1.0000
4509270337340,208.568,77.206,1.0000
4509296340309,208.541,77.216,1.0000
4509327720309,208.567,77.225,1.0000
4509331147184,208.591,77.250,1.0000
4509343566403,208.648,77.289,1.0000
4509372147861,208.690,77.329,1.0000
4509393932392,208.704,77.344,1.0000
4509410367601,208.634,77.316,1.0000
4509424674215,208.533,77.270,1.0000
4509452798382,208.474,77.264,1.0000
4509480198122,208.432,77.241,1.0000
4509496270101,208.385,77.239,1.0000
4509515555413,208.354,77.207,1.0000
4509532820413,208.308,77.212,1.0000
4509545152080,208.330,77.223,1.0000
4509579265517,208.342,77.230,1.0000
4509588765465,208.360,77.242,1.0000
4509606334997,208.339,77.236,1.0000
4509625569788,208.319,77.227,1.0000
4509650380830,208.300,77.235,1.0000
4509664900101,208.301,77.249,1.0000
4509693261663,208.288,77.238,1.0000
4509706315778,208.271,77.211,1.0000
4509741221351,208.209,77.169,1.0000
4509761599736,208.210,77.175,1.0000
4509779175882,208.239,77.199,1.0000
4509798762444,208.271,77.196,1.0000
4509835585205,208.280,77.201,1.0000
4509841427132,208.328,77.218,1.0000
4509856938955,208.344,77.237,1.0000
4509878501871,208.348,77.241,1.0000
4509899361559,208.353,77.249,1.0000
4509924743851,208.363,77.274,1.0000
4509945471611,208.392,77.288,1.0000
4509961133798,208.407,77.288,1.0000
4509973474371,208.435,77.308,1.0000
4509999174528,208.444,77.315,1.0000
4510024563173,208.414,77.288,1.0000
4510034296976,208.410,77.284,1.0000
4510060176819,208.433,77.305,1.0000
4510087242132,208.440,77.318,1.0000
4510095597028,208.438,77.332,1.0000
4510113832757,208.411,77.312,1.0000
4510141617028,208.415,77.331,1.0000
4510161715413,208.461,77.368,1.0000
4510177643538,208.512,77.394,1.0000
4510206867705,208.497,77.395,1.0000
4510218417653,208.481,77.390,1.0000
4510239035413,208.465,77.377,1.0000
4510273929580,208.500,77.387,1.0000
4510288545778,208.526,77.396,1.0000
4510311067600,208.518,77.382,1.0000
4510336803694,208.458,77.352,1.0000
4510345726611,208.415,77.324,1.0000
4510367202236,208.322,77.274,1.0000
4510392430309,208.234,77.240,1.0000
4510412523330,208.166,77.228,1.0000
4510425193694,208.136,77.222,1.0000
4510447235152,208.110,77.227,1.0000
4510486781194,208.099,77.221,1.0000
4510492112288,208.091,77.215,1.0000
4510501118225,208.063,77.197,1.0000
4510533463277,208.070,77.220,1.0000
4510543307444,208.079,77.226,1.0000
4510575674527,208.094,77.228,1.0000
4510581823954,208.111,77.243,1.0000
4510608815413,208.147,77.266,1.0000
4510622885725,208.109,77.264,1.0000
4510641049788,208.101,77.256,1.0000
4510659917652,208.096,77.274,1.0000
4510686563902,208.078,77.283,1.0000
4510710606454,208.102,77.272,1.0000
4510732735100,208.100,77.286,1.0000
4510747391298,208.099,77.284,1.0000
4510765832913,208.114,77.293,1.0000
4510795169944,208.128,77.308,1.0000
4510815671663,208.154,77.314,1.0000
4510839246715,208.176,77.326,1.0000
4510872765881,208.191,77.342,1.0000
4510881650256,208.202,77.352,1.0000
4510896321871,208.217,77.367,1.0000
4510915353954,208.233,77.374,1.0000
4510941838798,208.287,77.384,1.0000
4510946605048,208.285,77.381,1.0000
4510965757913,208.342,77.399,1.0000
4510985873954,208.334,77.411,1.0000
4511014350465,208.321,77.419,1.0000
4511030110517,208.332,77.441,1.0000
4511058119736,208.323,77.458,1.0000
4511075347965,208.340,77.456,1.0000
4511091724163,208.291,77.448,1.0000
4511114725777,208.239,77.429,1.0000
4511131083642,208.250,77.444,1.0000
4511151282756,208.286,77.465,1.0000
4511178696350,208.299,77.457,1.0000
4511193817913,208.302,77.463,1.0000
4511211635256,208.327,77.459,1.0000
4511229536142,208.320,77.462,1.0000
4511261529006,208.344,77.465,1.0000
4511277740256,208.335,77.453,1.0000
4511292954371,208.263,77.416,1.0000
4511328120777,208.167,77.376,1.0000
4511346228850,208.092,77.361,1.0000
4511386989788,208.067,77.365,1.0000
4511403963017,208.094,77.379,1.0000
4511432593954,208.102,77.386,1.0000
4511444470569,208.041,77.376,1.0000
4511484769683,207.962,77.353,1.0000
4511492633433,207.898,77.302,1.0000
4511504647808,207.872,77.293,1.0000
