# PulseTrace recording
# session_id: 2026-05-10T12-48-17
# device: OnePlus CPH2449 (Android 36)
# started_at: 1778410097970
timestamp_ns,red,luma,coverage
2767821856026,198.911,71.316,1.0000
2767867910921,199.061,71.371,1.0000
2767877342848,199.124,71.413,1.0000
2767899106130,199.189,71.411,1.0000
2767966727380,199.281,71.475,1.0000
2767974515244,199.303,71.475,1.0000
2767990515400,199.349,71.508,1.0000
2768008860765,199.406,71.536,1.0000
2768041531338,199.457,71.566,1.0000
2768054355400,199.536,71.603,1.0000
2768074379098,199.612,71.629,1.0000
2768094084775,199.707,71.669,1.0000
2768108571390,199.774,71.707,1.0000
2768135287484,199.842,71.748,1.0000
2768143354255,199.960,71.791,1.0000
2768164420452,200.056,71.826,1.0000
2768183343525,200.104,71.839,1.0000
2768207117588,200.109,71.844,1.0000
2768236770921,199.977,71.804,1.0000
2768258311077,199.847,71.758,1.0000
2768278303369,199.674,71.698,1.0000
2768288810452,199.556,71.655,1.0000
2768307991182,199.466,71.623,1.0000
2768328616286,199.429,71.599,1.0000
2768357246911,199.393,71.597,1.0000
2768367967067,199.384,71.594,1.0000
2768391324098,199.383,71.589,1.0000
2768408824307,199.409,71.592,1.0000
2768429992119,199.417,71.592,1.0000
2768457845192,199.430,71.597,1.0000
2768484302744,199.438,71.580,1.0000
2768501330452,199.433,71.586,1.0000
2768524363317,199.402,71.568,1.0000
2768529491442,199.378,71.570,1.0000
2768553705504,199.405,71.577,1.0000
2768577499202,199.414,71.575,1.0000
2768592635556,199.478,71.596,1.0000
2768611159098,199.526,71.635,1.0000
2768632631338,199.605,71.671,1.0000
2768663066390,199.688,71.704,1.0000
2768679303994,199.748,71.743,1.0000
2768693351025,199.814,71.780,1.0000
2768713152588,199.898,71.810,1.0000
2768734768421,199.962,71.852,1.0000
2768762182796,200.050,71.863,1.0000
2768788911754,200.109,71.881,1.0000
2768793845192,200.149,71.883,1.0000
2768815600244,200.211,71.925,1.0000
2768846992119,200.248,71.947,1.0000
2768862591494,200.286,71.959,1.0000
2768887415869,200.309,71.971,1.0000
2768898118733,200.326,71.988,1.0000
2768931768317,200.349,71.994,1.0000
2768934274411,200.424,72.021,1.0000
2768951608056,200.475,72.048,1.0000
2768978309358,200.513,72.072,1.0000
2769004170244,200.544,72.091,1.0000
2769031122171,200.531,72.085,1.0000
2769045165608,200.392,72.039,1.0000
2769062186025,200.175,71.963,1.0000
2769084543785,199.946,71.892,1.0000
2769105762067,199.781,71.824,1.0000
