# PulseTrace recording
# session_id: 2026-05-09T16-19-43
# device: OnePlus CPH2449 (Android 36)
# started_at: 1778336383411
timestamp_ns,red,luma,coverage
166454897887230,144.281,120.334,1.0000
166454919412178,143.982,119.997,1.0000
166454966621657,144.193,120.457,1.0000
166454994485511,144.018,120.114,1.0000
166455025685876,143.714,119.661,1.0000
166455076416188,143.682,119.704,1.0000
166455099181397,143.595,119.600,1.0000
166455126713480,143.590,119.796,1.0000
166455185709990,143.817,120.081,1.0000
166455195507230,143.731,119.892,1.0000
166455228551188,143.707,119.844,1.0000
166455285446032,143.512,119.608,1.0000
166455304985355,143.580,119.862,1.0000
166455343225876,143.387,119.615,1.0000
166455358831188,143.515,119.890,1.0000
166455389442855,143.444,119.767,1.0000
166455437242126,143.641,120.174,1.0000
166455470897699,143.881,120.576,1.0000
166455492464469,143.715,120.302,1.0000
166455539482126,143.619,120.182,1.0000
166455573698584,143.617,120.204,1.0000
166455591859417,143.688,120.382,1.0000
166455641613271,143.729,120.403,1.0000
166455671149469,143.633,120.292,1.0000
166455719987698,143.921,120.788,1.0000
166455739278740,144.002,120.861,1.0000
166455769067698,143.902,120.529,1.0000
166455807092542,143.955,120.653,1.0000
166455837380094,144.300,121.258,1.0000
166455869628011,144.254,121.115,1.0000
166455906478115,144.349,121.227,1.0000
166455935665511,144.490,121.406,1.0000
166455965791396,144.465,121.336,1.0000
166456002723792,144.559,121.448,1.0000
166456034771448,144.356,121.037,1.0000
166456058824730,144.542,121.355,1.0000
166456100979782,144.568,121.402,1.0000
166456135203115,144.461,121.126,1.0000
166456173534157,144.556,121.262,1.0000
166456198700563,144.592,121.386,1.0000
166456235473948,144.535,121.360,1.0000
166456268235667,144.451,121.328,1.0000
166456299528948,144.104,120.753,1.0000
166456338595042,144.179,120.910,1.0000
166456375591240,144.195,120.983,1.0000
166456390705302,144.322,121.163,1.0000
166456424344313,144.180,120.913,1.0000
166456457578584,144.065,120.785,1.0000
166456494827177,144.378,121.330,1.0000
