# PulseTrace recording
# session_id: 2026-05-09T16-22-56
# device: OnePlus CPH2449 (Android 36)
# started_at: 1778336576359
timestamp_ns,red,luma,coverage
166647844987886,163.952,63.060,1.0000
166647890949396,163.866,63.085,1.0000
166647927246063,163.784,63.024,1.0000
166647972291010,163.789,63.078,1.0000
166648019220438,163.837,63.105,1.0000
166648061175646,163.882,63.121,1.0000
166648133852833,163.951,63.215,1.0000
166648161131219,164.058,63.216,1.0000
166648200472677,164.028,63.112,1.0000
166648255962260,163.955,63.043,1.0000
166648294827469,164.009,63.192,1.0000
166648343210177,164.133,63.224,1.0000
166648387098302,164.269,63.315,1.0000
166648429024083,164.394,63.315,1.0000
166648467580802,164.483,63.316,1.0000
166648517510698,164.495,63.325,1.0000
166648572381896,164.472,63.223,1.0000
166648612767625,164.515,63.273,1.0000
166648659832052,164.554,63.365,1.0000
166648710440177,164.655,63.366,1.0000
166648757182052,164.716,63.404,1.0000
166648801295541,164.814,63.510,1.0000
166648838187729,164.942,63.634,1.0000
166648877638041,164.930,63.547,1.0000
166648930914604,164.602,63.404,1.0000
166648970193718,164.245,63.196,1.0000
166649019946114,164.192,63.270,1.0000
166649069270073,164.116,63.216,1.0000
166649113050125,164.095,63.204,1.0000
166649165470020,164.118,63.300,1.0000
166649204467312,164.180,63.245,1.0000
166649258079239,164.157,63.220,1.0000
166649288429239,164.109,63.182,1.0000
166649351116427,164.133,63.214,1.0000
166649383087000,164.191,63.214,1.0000
166649430977781,164.238,63.212,1.0000
166649475872677,164.273,63.312,1.0000
166649527561895,164.382,63.260,1.0000
166649584156947,164.424,63.291,1.0000
166649605298354,164.479,63.310,1.0000
166649670023093,164.545,63.303,1.0000
166649695291218,164.585,63.372,1.0000
166649754729760,164.677,63.368,1.0000
166649786966374,164.736,63.400,1.0000
166649846154343,164.720,63.435,1.0000
166649893796166,164.561,63.273,1.0000
166649935149656,164.312,63.158,1.0000
166649989237468,164.148,63.130,1.0000
166650013936426,163.983,63.028,1.0000
166650081887728,163.894,63.021,1.0000
166650107719135,163.852,63.044,1.0000
166650162885853,163.869,63.044,1.0000
166650199981635,163.828,62.984,1.0000
166650254353145,163.779,62.927,1.0000
166650298825437,163.810,63.004,1.0000
166650332924135,163.857,63.023,1.0000
166650399573041,163.964,63.023,1.0000
166650427162103,164.028,63.092,1.0000
166650495009291,164.082,63.027,1.0000
166650516929603,164.165,63.094,1.0000
166650577466530,164.262,63.128,1.0000
166650610011843,164.402,63.156,1.0000
166650669815437,164.470,63.172,1.0000
166650698612780,164.560,63.206,1.0000
166650742758822,164.637,63.287,1.0000
166650803996374,164.614,63.262,1.0000
166650832320280,164.387,63.085,1.0000
166650895185749,164.228,63.078,1.0000
166650926456791,164.142,63.056,1.0000
166650986371322,164.082,63.040,1.0000
166651029096738,164.049,63.024,1.0000
166651061378353,164.054,63.054,1.0000
166651120723509,164.087,63.084,1.0000
166651148803770,164.133,63.069,1.0000
166651191533561,164.154,63.070,1.0000
166651236160020,164.203,63.132,1.0000
