# PulseTrace recording
# session_id: 2026-05-09T16-16-51
# device: OnePlus CPH2449 (Android 36)
# started_at: 1778336211619
timestamp_ns,red,luma,coverage
166283122362452,163.242,56.063,1.0000
166283150835889,163.460,56.133,1.0000
166283223115316,163.620,56.190,1.0000
166283258009639,163.743,56.228,1.0000
166283325717348,163.795,56.244,1.0000
166283408955420,163.693,56.184,1.0000
166283431213389,163.383,56.054,1.0000
166283488097868,163.069,55.950,1.0000
166283535493233,163.047,55.941,1.0000
166283601133910,162.988,55.923,1.0000
166283657995472,162.916,55.901,1.0000
166283708601670,162.915,55.904,1.0000
166283776294795,162.968,55.925,1.0000
166283818268649,163.044,55.951,1.0000
166283886575629,163.107,55.979,1.0000
166283932500368,163.245,56.024,1.0000
166283988782504,163.339,56.052,1.0000
166284069369014,163.087,55.964,1.0000
166284094915628,162.730,55.854,1.0000
166284158796983,162.553,55.797,1.0000
166284224289483,162.505,55.777,1.0000
166284276136566,162.465,55.770,1.0000
166284346178024,162.445,55.762,1.0000
166284380761097,162.427,55.754,1.0000
166284447496149,162.469,55.769,1.0000
166284484735732,162.566,55.805,1.0000
166284561105264,162.727,55.869,1.0000
166284605962347,162.887,55.934,1.0000
166284662708076,163.076,55.995,1.0000
166284726644899,162.966,55.957,1.0000
166284782500732,162.594,55.834,1.0000
166284836984014,162.275,55.739,1.0000
166284894876878,162.078,55.676,1.0000
166284933985576,162.012,55.663,1.0000
166285007219743,161.999,55.662,1.0000
166285047863753,161.988,55.667,1.0000
166285106564951,161.980,55.652,1.0000
166285174018857,162.044,55.663,1.0000
166285219196305,162.129,55.684,1.0000
166285282385941,162.265,55.728,1.0000
166285338957711,162.444,55.785,1.0000
166285399737711,162.576,55.837,1.0000
166285452271097,162.505,55.817,1.0000
166285503172451,162.161,55.709,1.0000
166285569773545,161.828,55.602,1.0000
166285609440940,161.599,55.531,1.0000
166285679368492,161.490,55.494,1.0000
166285735525888,161.450,55.486,1.0000
166285783154534,161.420,55.473,1.0000
