# PulseTrace recording
# session_id: 2026-05-09T16-19-00
# device: OnePlus CPH2449 (Android 36)
# started_at: 1778336340244
timestamp_ns,red,luma,coverage
166411727864382,151.251,73.394,1.0000
166411739207142,150.944,73.006,1.0000
166411772372559,150.861,73.130,1.0000
166411810521309,150.669,73.464,1.0000
166411843181778,150.941,73.650,1.0000
166411875123444,150.898,73.506,1.0000
166411907550788,150.794,74.202,1.0000
166411946616309,150.871,74.510,1.0000
166411976629278,150.881,74.644,1.0000
166412004155423,151.026,75.320,1.0000
166412048620059,151.351,75.484,1.0000
166412071787871,151.440,75.525,1.0000
166412118683496,151.318,75.070,1.0000
166412144252975,151.303,75.675,1.0000
166412179525944,151.200,76.326,1.0000
166412216504121,151.198,76.165,1.0000
166412243530788,151.348,76.481,1.0000
166412282207871,151.636,76.678,1.0000
166412299736205,151.565,76.842,1.0000
166412338833548,151.631,77.089,1.0000
166412368156465,151.576,76.607,1.0000
166412409840475,151.522,76.166,1.0000
166412443640007,151.518,76.212,1.0000
166412469100267,151.556,76.418,1.0000
166412499869954,151.571,76.448,1.0000
166412540104850,151.380,75.700,1.0000
166412575723861,151.359,76.002,1.0000
166412609392663,151.178,75.716,1.0000
166412650950840,151.041,75.672,1.0000
166412664243079,151.147,76.236,1.0000
166412694348131,151.338,76.957,1.0000
166412742991048,151.191,76.792,1.0000
166412766924642,151.110,76.611,1.0000
166412797365840,151.135,76.571,1.0000
166412850836986,151.410,77.518,1.0000
166412865610423,151.526,77.940,1.0000
166412899264694,151.624,78.016,1.0000
166412949010996,151.589,77.658,1.0000
166412971876621,151.196,76.795,1.0000
166413003746569,150.967,76.425,1.0000
166413043833079,150.825,76.536,1.0000
166413072326881,150.533,75.679,1.0000
166413100685996,150.336,75.490,1.0000
166413166144381,150.584,76.161,1.0000
166413182577923,150.600,75.948,1.0000
166413201527350,150.597,76.074,1.0000
166413249547038,150.827,76.743,1.0000
166413269507038,150.677,75.934,1.0000
166413310802194,150.501,75.578,1.0000
166413334652298,150.481,75.582,1.0000
166413374605631,150.479,75.875,1.0000
166413411445423,150.160,75.098,1.0000
166413451375110,149.970,74.767,1.0000
166413479325527,149.686,74.057,1.0000
166413506201412,149.544,73.785,1.0000
166413533155475,149.686,74.386,1.0000
166413574021725,149.521,73.757,1.0000
166413600998131,149.194,73.171,1.0000
166413643581308,149.065,73.404,1.0000
166413667944746,149.010,73.364,1.0000
166413707416048,148.849,72.835,1.0000
166413741686881,148.798,72.794,1.0000
166413782646621,148.989,73.510,1.0000
166413810348235,149.212,73.982,1.0000
166413833842975,149.336,74.268,1.0000
166413875454798,149.658,75.032,1.0000
166413906613652,150.031,75.531,1.0000
166413941079069,150.188,75.781,1.0000
166413981318391,150.262,75.951,1.0000
166414012166412,150.446,76.272,1.0000
166414041455318,150.481,76.154,1.0000
166414077092610,150.595,76.712,1.0000
166414115793183,150.792,77.403,1.0000
166414128353183,150.516,76.341,1.0000
166414176929746,150.248,75.984,1.0000
166414202418235,149.945,75.571,1.0000
166414233491673,149.833,75.234,1.0000
166414269874120,149.939,76.099,1.0000
166414304373704,149.704,75.494,1.0000
166414342146308,148.691,74.159,1.0000
166414365507923,148.189,73.577,1.0000
166414408771725,147.949,73.284,1.0000
166414438346777,147.523,72.766,1.0000
166414489560475,147.081,72.036,1.0000
166414510190475,146.762,72.097,1.0000
166414539812558,146.373,71.737,1.0000
166414599649485,144.751,70.464,1.0000
166414611090214,143.512,69.286,1.0000
166414644777037,142.511,68.276,1.0000
166414691445110,139.503,66.193,1.0000
166414710453860,136.380,63.506,1.0000
166414746475474,131.867,58.805,1.0000
166414773863339,127.642,54.372,1.0000
166414816419381,129.146,56.618,1.0000
166414831951464,135.777,64.675,1.0000
166414873232193,143.874,74.187,1.0000
166414904960631,144.189,74.165,1.0000
166414932365526,145.706,75.353,1.0000
166414975028443,146.936,75.967,1.0000
166415011422401,147.571,76.771,1.0000
166415027771829,148.065,77.422,1.0000
166415072358703,148.312,76.964,1.0000
166415109094797,148.555,77.242,1.0000
166415126197974,148.818,77.593,1.0000
166415170953651,149.080,77.941,1.0000
166415202458964,149.230,77.973,1.0000
166415240708495,149.163,77.510,1.0000
166415272773703,149.415,78.048,1.0000
166415303010839,149.563,78.112,1.0000
166415328691828,149.415,77.388,1.0000
166415385935005,149.325,77.535,1.0000
166415428515526,141.420,70.366,1.0000
166415433909849,128.220,55.453,1.0000
166415482800526,126.194,53.701,1.0000
166415513795422,131.581,59.553,1.0000
166415542618026,137.051,65.246,1.0000
166415567120110,138.831,66.703,1.0000
166415601273599,140.945,68.501,1.0000
166415636401672,143.457,71.508,1.0000
166415678335735,143.769,71.606,1.0000
166415699447818,143.715,71.399,1.0000
166415738477974,143.906,71.037,1.0000
166415770976932,144.243,71.544,1.0000
166415809147089,144.776,72.223,1.0000
166415849671932,144.982,72.509,1.0000
166415881299953,145.684,73.067,1.0000
166415907613859,146.122,73.412,1.0000
166415956170526,146.060,72.913,1.0000
166415979616099,146.236,72.990,1.0000
166415997734693,146.280,72.836,1.0000
166416047424432,146.321,72.586,1.0000
166416075286255,146.417,72.512,1.0000
166416102582245,146.732,73.065,1.0000
166416149534380,146.693,72.749,1.0000
166416174293286,146.482,72.130,1.0000
166416201542974,146.327,71.750,1.0000
166416251110057,146.064,71.408,1.0000
166416274760266,145.826,70.659,1.0000
166416299445057,145.757,70.346,1.0000
166416350572193,146.038,70.922,1.0000
166416383759797,146.352,71.495,1.0000
166416401134849,146.393,71.459,1.0000
166416440995213,146.489,71.657,1.0000
166416470403130,146.306,71.016,1.0000
166416506905630,146.044,70.634,1.0000
166416541345370,146.156,71.233,1.0000
166416573217870,146.194,71.405,1.0000
166416593716255,146.060,71.178,1.0000
166416643061672,145.929,71.190,1.0000
166416667165942,145.708,70.929,1.0000
166416705697922,145.368,70.412,1.0000
166416741602922,144.908,69.905,1.0000
166416772351984,144.616,69.630,1.0000
166416815164849,144.506,69.596,1.0000
